20-Aug-21 17:49:14 - INFO
SSR, # of sentences
SVOblOn, 5
SVOblIn, 4
SVCcO, 2
SVpO, 1
Poss, 17
SPassPartVByS, 0
VOToInf, 4
SVThatClause, 0
SVByVO, 0
AO, 2
SVCVO, 1
SVVOMultiComma, 0
SVVO1Comma, 1
SVOCO, 2
SVOOComma, 0
SVIOO, 0
SVOTo, 3
OPassPartVByS, 0
SVOPassPart, 0
SPredicativeV, 0
SVOblWith, 2
SVCc, 5
SVByV, 0
SVObj, 50
SVp, 2
SV, 22

